age,gender,education level,job title,years of experience,country,race,senior,salary
27.0,Male,elementary,Project Engineer,4.0,USA,White,1,115000.0
42.0,Male,university,Full Stack Engineer,14.0,China,White,0,180000.0
57.0,Male,university,Software Engineer Manager,18.0,China,White,0,195000.0
35.0,Male,high school,Software Engineer,7.0,China,White,1,140000.0
,Male,university,Software Engineer Manager,19.0,UK,White,0,200000.0
26.0,Female,high school,Back end Developer,2.0,Canada,White,0,70000.0
42.0,Female,high school,Project Engineer,11.0,Canada,Asian,1,170000.0
41.0,Female,university,Software Engineer Manager,14.0,Canada,Asian,0,185000.0
36.0,Female,high school,Full Stack Engineer,8.0,China,Korean,0,140000.0
,Male,university,Software Engineer Manager,15.0,Canada,Black,0,185000.0
49.0,Male,university,Project Engineer,15.0,Australia,Australian,1,185000.0
47.0,Male,university,Software Engineer Manager,15.0,USA,Asian,0,180000.0
47.0,Male,university,Software Engineer,14.0,China,Korean,1,175000.0
26.0,Male,elementary,Front end Developer,2.0,Canada,White,0,70000.0
24.0,Female,elementary,Back end Developer,1.0,Canada,White,0,60000.0
62.0,Male,university,Software Engineer Manager,20.0,China,Korean,0,200000.0
,Male,university,Software Engineer,14.0,Australia,White,1,170000.0
41.0,Female,high school,Project Engineer,11.0,Canada,Black,1,165000.0
23.0,Male,elementary,Full Stack Engineer,1.0,Australia,Asian,0,55000.0
55.0,Male,university,Software Engineer Manager,17.0,USA,African American,0,190000.0
26.0,Female,high school,Back end Developer,3.0,China,Korean,0,90000.0
33.0,Female,elementary,Front end Developer,5.0,UK,Welsh,0,105000.0
31.0,Male,high school,Full Stack Engineer,6.0,China,Chinese,0,130000.0
50.0,Female,university,Software Engineer Manager,16.0,Australia,Asian,0,185000.0
24.0,Female,high school,Back end Developer,1.0,Canada,Asian,0,60000.0
56.0,Male,university,Software Engineer Manager,17.0,China,White,0,195000.0
24.0,Male,elementary,Front end Developer,1.0,USA,Asian,0,60000.0
37.0,Male,high school,Software Engineer,8.0,UK,Mixed,1,150000.0
43.0,Female,university,Project Engineer,13.0,USA,African American,1,180000.0
44.0,Female,high school,Software Engineer,12.0,Canada,Black,1,170000.0
34.0,Male,high school,Back end Developer,6.0,Canada,White,0,125000.0
45.0,Male,university,Software Engineer Manager,15.0,China,White,0,185000.0
29.0,Male,elementary,Full Stack Engineer,3.0,UK,White,0,90000.0
29.0,Male,,Front end Developer,3.0,UK,Mixed,0,80000.0
29.0,Female,elementary,Back end Developer,3.0,Australia,Australian,0,85000.0
48.0,Male,university,Project Engineer,16.0,UK,White,1,190000.0
43.0,Female,high school,Software Engineer Manager,11.0,Canada,White,0,160000.0
62.0,Male,university,Software Engineer Manager,19.0,UK,Mixed,0,200000.0
54.0,Male,university,Software Engineer Manager,17.0,Canada,Asian,0,195000.0
60.0,Male,university,Software Engineer Manager,18.0,Australia,White,0,195000.0
54.0,Female,university,Software Engineer Manager,14.0,Australia,Australian,0,190000.0
27.0,Female,high school,Full Stack Engineer,3.0,USA,African American,0,95000.0
23.0,Male,elementary,Back end Developer,1.0,UK,Asian,0,55000.0
45.0,Male,university,Software Engineer,13.0,Canada,White,1,185000.0
32.0,Female,high school,Full Stack Engineer,5.0,Canada,Black,0,120000.0
,Male,university,Software Engineer Manager,16.0,China,Korean,0,195000.0
47.0,Male,university,Software Engineer Manager,14.0,China,White,0,175000.0
25.0,Female,high school,Back end Developer,2.0,China,White,0,75000.0
,Male,university,Software Engineer Manager,17.0,UK,Welsh,0,200000.0
41.0,Female,high school,Software Engineer,12.0,Canada,Asian,1,160000.0
,Male,university,Software Engineer Manager,12.0,USA,Hispanic,0,175000.0
26.0,,elementary,Front end Developer,2.0,China,Korean,0,70000.0
,Male,university,Software Engineer,15.0,UK,White,1,180000.0
24.0,Female,elementary,Back end Developer,1.0,UK,White,0,60000.0
48.0,Male,university,Project Engineer,16.0,Australia,Australian,1,190000.0
32.0,Male,elementary,Full Stack Engineer,5.0,Australia,Australian,0,120000.0
61.0,Male,university,Software Engineer Manager,20.0,USA,Hispanic,0,200000.0
45.0,Male,university,Project Engineer,14.0,Australia,Asian,1,185000.0
50.0,Female,university,Software Engineer Manager,16.0,Canada,Asian,0,190000.0
53.0,Male,university,Software Engineer Manager,18.0,Australia,Australian,0,195000.0
47.0,Female,university,Software Engineer,14.0,China,White,1,170000.0
23.0,Male,elementary,Front end Developer,1.0,Australia,White,0,55000.0
33.0,Male,high school,Back end Developer,6.0,China,Korean,0,130000.0
42.0,Male,university,Software Engineer Manager,14.0,China,Chinese,0,180000.0
45.0,Male,university,Project Engineer,14.0,Australia,White,1,185000.0
23.0,Male,elementary,Front end Developer,1.0,China,Korean,0,55000.0
37.0,Male,high school,Software Engineer,9.0,Canada,White,1,145000.0
44.0,Female,high school,Project Engineer,12.0,China,White,1,170000.0
54.0,Male,university,Software Engineer Manager,17.0,UK,Mixed,0,195000.0
,Female,high school,Back end Developer,10.0,Australia,Asian,0,155000.0
34.0,Male,high school,Full Stack Engineer,6.0,USA,Hispanic,0,125000.0
46.0,Female,university,Software Engineer Manager,14.0,China,Korean,0,180000.0
,Male,elementary,Back end Developer,4.0,China,Chinese,0,95000.0
44.0,Female,high school,Software Engineer,11.0,Canada,White,1,170000.0
27.0,Female,high school,Full Stack Engineer,3.0,USA,Asian,0,100000.0
42.0,Male,,Project Engineer,14.0,China,Korean,1,175000.0
27.0,Male,elementary,Front end Developer,3.0,UK,Mixed,0,80000.0
54.0,Male,university,Software Engineer Manager,18.0,Canada,Black,0,195000.0
38.0,Male,high school,Software Engineer,10.0,Canada,Black,1,155000.0
31.0,Male,high school,Project Engineer,6.0,China,Chinese,1,125000.0
28.0,Female,high school,Full Stack Engineer,4.0,UK,Asian,0,110000.0
30.0,Female,high school,Back end Developer,6.0,USA,Asian,0,130000.0
54.0,Male,university,Software Engineer Manager,16.0,UK,White,0,190000.0
62.0,Male,university,Software Engineer Manager,20.0,Canada,Asian,0,200000.0
62.0,Male,university,Software Engineer Manager,19.0,Australia,Asian,0,200000.0
37.0,Male,high school,Software Engineer,9.0,UK,White,1,150000.0
31.0,Male,high school,Software Engineer,7.0,UK,Mixed,1,140000.0
58.0,Female,university,Software Engineer Manager,17.0,China,White,0,195000.0
56.0,Male,,Software Engineer Manager,17.0,UK,White,0,195000.0
23.0,Female,,Back end Developer,1.0,Australia,Asian,0,55000.0
49.0,Male,university,Software Engineer Manager,15.0,USA,White,0,185000.0
32.0,Female,high school,Full Stack Engineer,5.0,USA,White,0,120000.0
52.0,Female,university,Software Engineer Manager,16.0,Canada,White,0,190000.0
32.0,Female,high school,Full Stack Engineer,6.0,China,Korean,0,130000.0
50.0,Female,university,Software Engineer Manager,16.0,USA,Asian,0,190000.0
32.0,Male,high school,Back end Developer,6.0,China,Chinese,0,130000.0
34.0,Male,high school,Full Stack Engineer,7.0,UK,White,0,140000.0
28.0,Male,elementary,Front end Developer,2.0,Australia,White,0,70000.0
44.0,Male,high school,Project Engineer,11.0,USA,Asian,1,170000.0
55.0,,university,Software Engineer Manager,17.0,Canada,White,0,190000.0
27.0,Male,,Front end Developer,3.0,Australia,Australian,0,80000.0
,Male,university,Software Engineer Manager,14.0,UK,Asian,0,180000.0
27.0,Female,high school,Back end Developer,2.0,UK,Mixed,0,70000.0
45.0,Male,,Project Engineer,14.0,China,Chinese,1,185000.0
23.0,Female,elementary,Front end Developer,1.0,USA,African American,0,55000.0
36.0,Female,high school,Full Stack Engineer,8.0,UK,White,0,140000.0
47.0,Female,university,Software Engineer,14.0,Canada,Black,1,170000.0
,Male,high school,Back end Developer,6.0,China,Chinese,0,130000.0
43.0,Male,university,Software Engineer Manager,13.0,USA,African American,0,180000.0
30.0,Male,elementary,Back end Developer,4.0,USA,White,0,95000.0
28.0,Female,elementary,Front end Developer,2.0,UK,Mixed,0,70000.0
43.0,Male,high school,Project Engineer,12.0,Canada,White,1,165000.0
43.0,Male,university,Project Engineer,13.0,China,Korean,1,185000.0
36.0,Male,high school,Software Engineer,7.0,UK,White,1,140000.0
24.0,Male,elementary,Front end Developer,1.0,Australia,White,0,60000.0
28.0,Female,elementary,Front end Developer,3.0,Australia,Asian,0,80000.0
37.0,Male,high school,Software Engineer,9.0,China,White,1,150000.0
41.0,Female,university,Software Engineer Manager,14.0,Australia,Asian,0,185000.0
26.0,Male,elementary,Front end Developer,2.0,Canada,White,0,70000.0
28.0,Female,high school,Back end Developer,3.0,USA,White,0,90000.0
43.0,Male,university,Software Engineer,12.0,USA,Asian,1,170000.0
42.0,Male,university,Software Engineer,14.0,USA,African American,1,170000.0
48.0,Male,university,Project Engineer,16.0,Canada,Black,1,190000.0
27.0,Female,high school,Back end Developer,2.0,USA,Hispanic,0,70000.0
49.0,Male,university,Software Engineer Manager,15.0,Canada,Asian,0,185000.0
44.0,Male,university,Project Engineer,12.0,Canada,Black,1,170000.0
27.0,Female,high school,Full Stack Engineer,3.0,Canada,Asian,0,100000.0
37.0,Male,high school,Software Engineer,10.0,China,White,1,155000.0
44.0,Female,high school,Project Engineer,12.0,Australia,Asian,1,170000.0
56.0,Male,university,Software Engineer Manager,18.0,Australia,Australian,0,195000.0
49.0,Male,university,Software Engineer Manager,15.0,Canada,Asian,0,185000.0
27.0,Male,elementary,Front end Developer,2.0,USA,African American,0,70000.0
48.0,Male,university,Project Engineer,16.0,China,Korean,1,190000.0
31.0,Male,high school,Full Stack Engineer,7.0,Australia,White,0,140000.0
25.0,Male,elementary,Front end Developer,1.0,Canada,Asian,0,60000.0
50.0,Male,university,Software Engineer Manager,16.0,UK,White,0,190000.0
46.0,Male,university,Software Engineer Manager,14.0,China,White,0,180000.0
,Male,high school,Full Stack Engineer,6.0,Canada,Black,0,130000.0
42.0,Male,university,Software Engineer,14.0,USA,Asian,1,170000.0
41.0,Male,university,Project Engineer,12.0,Australia,Australian,1,165000.0
43.0,Male,university,Project Engineer,13.0,UK,Mixed,1,185000.0
32.0,Male,high school,Back end Developer,6.0,Australia,Asian,0,130000.0
24.0,Male,elementary,Front end Developer,1.0,USA,Asian,0,60000.0
44.0,Female,high school,Software Engineer,11.0,China,Korean,1,170000.0
36.0,Male,high school,Software Engineer,7.0,China,White,1,140000.0
28.0,Female,high school,Full Stack Engineer,4.0,Australia,White,0,110000.0
28.0,Male,elementary,Front end Developer,2.0,USA,White,0,70000.0
37.0,Male,high school,Software Engineer,9.0,UK,Asian,1,145000.0
54.0,Male,university,Software Engineer Manager,16.0,USA,Hispanic,0,190000.0
58.0,Male,university,Software Engineer Manager,17.0,China,White,0,200000.0
27.0,Male,elementary,Front end Developer,3.0,Canada,Black,0,80000.0
30.0,Male,elementary,Back end Developer,4.0,USA,African American,0,95000.0
27.0,Female,high school,Full Stack Engineer,3.0,USA,Hispanic,0,100000.0
54.0,Male,university,Software Engineer Manager,17.0,Australia,Asian,0,195000.0
49.0,,university,Software Engineer Manager,15.0,China,White,0,185000.0
38.0,Male,high school,Software Engineer,10.0,Canada,Asian,1,155000.0
54.0,Male,university,Software Engineer Manager,18.0,USA,White,0,195000.0
,Male,high school,Project Engineer,6.0,USA,Hispanic,1,125000.0
56.0,Male,university,Software Engineer Manager,17.0,Canada,Black,0,195000.0
,Male,high school,Software Engineer,7.0,UK,Mixed,1,140000.0
42.0,Male,university,Software Engineer,14.0,China,Korean,1,170000.0
44.0,Male,high school,Project Engineer,11.0,Canada,White,1,170000.0
37.0,Male,,Software Engineer,9.0,Australia,Asian,1,150000.0
24.0,Female,elementary,Back end Developer,1.0,USA,Hispanic,0,60000.0
27.0,Male,elementary,Front end Developer,2.0,Australia,Australian,0,70000.0
42.0,Male,university,Software Engineer,14.0,Australia,White,1,170000.0
24.0,Female,elementary,Front end Developer,1.0,USA,White,0,55000.0
28.0,Female,elementary,Front end Developer,3.0,UK,Welsh,0,80000.0
43.0,Male,university,Project Engineer,13.0,Canada,Asian,1,185000.0
31.0,Male,high school,Full Stack Engineer,7.0,China,Korean,0,140000.0
43.0,Male,university,Software Engineer Manager,13.0,UK,Asian,0,180000.0
27.0,Female,high school,Back end Developer,2.0,China,Korean,0,70000.0
49.0,Male,university,Software Engineer Manager,15.0,UK,White,0,185000.0
48.0,Male,university,Project Engineer,16.0,Australia,White,1,190000.0
30.0,Female,high school,Back end Developer,6.0,Australia,Australian,0,130000.0
28.0,Female,high school,Full Stack Engineer,4.0,China,White,0,110000.0
46.0,Male,university,Software Engineer Manager,14.0,China,Korean,0,180000.0
37.0,Male,high school,Software Engineer,9.0,USA,African American,1,145000.0
42.0,Male,university,Software Engineer,14.0,China,Korean,1,170000.0
43.0,Male,university,Project Engineer,12.0,China,Chinese,1,165000.0
31.0,Male,high school,Software Engineer,7.0,Canada,White,1,140000.0
56.0,Male,university,Software Engineer Manager,17.0,China,White,0,195000.0
37.0,Male,high school,Software Engineer,10.0,USA,White,1,155000.0
54.0,Male,university,Software Engineer Manager,16.0,Australia,Asian,0,190000.0
58.0,Male,,Software Engineer Manager,17.0,Canada,Asian,0,195000.0
33.0,Male,high school,Back end Developer,6.0,China,Chinese,0,130000.0
29.0,Female,elementary,Front end Developer,3.0,UK,White,0,85000.0
52.0,Male,university,Software Engineer Manager,18.0,China,White,0,200000.0
36.0,Male,high school,Full Stack Engineer,8.0,USA,Hispanic,0,140000.0
26.0,Male,elementary,Back end Developer,2.0,UK,Asian,0,65000.0
47.0,Male,university,Project Engineer,16.0,Australia,Australian,1,190000.0
32.0,Male,high school,Full Stack Engineer,6.0,Canada,Black,0,120000.0
29.0,Male,elementary,Front end Developer,3.0,USA,Asian,0,80000.0
28.0,Female,high school,Back end Developer,3.0,USA,Hispanic,0,90000.0
54.0,Male,university,Software Engineer Manager,16.0,USA,Asian,0,190000.0
57.0,Male,university,Software Engineer Manager,18.0,Australia,Australian,0,200000.0
51.0,Male,university,Software Engineer Manager,16.0,UK,Mixed,0,190000.0
28.0,Female,high school,Full Stack Engineer,4.0,Canada,Asian,0,110000.0
46.0,Male,university,Software Engineer Manager,14.0,China,White,0,180000.0
27.0,Female,high school,Back end Developer,2.0,Australia,Asian,0,65000.0
45.0,Male,university,Project Engineer,14.0,USA,Hispanic,1,185000.0
23.0,Female,elementary,Front end Developer,1.0,Australia,Australian,0,55000.0
36.0,Male,high school,Full Stack Engineer,7.0,Canada,Asian,0,130000.0
48.0,Male,university,Project Engineer,16.0,China,Korean,1,190000.0
33.0,Female,high school,Full Stack Engineer,5.0,Australia,Australian,0,120000.0
38.0,Female,high school,Back end Developer,10.0,Australia,Australian,0,155000.0
51.0,Male,university,Software Engineer Manager,16.0,USA,Hispanic,0,190000.0
27.0,Female,high school,Full Stack Engineer,3.0,Australia,Asian,0,100000.0
37.0,Male,high school,Software Engineer,9.0,China,Chinese,1,150000.0
44.0,Female,high school,Project Engineer,12.0,USA,White,1,170000.0
27.0,Male,elementary,Front end Developer,3.0,Australia,Australian,0,80000.0
38.0,Male,,Software Engineer,10.0,UK,Asian,1,155000.0
54.0,Male,university,Software Engineer Manager,17.0,USA,African American,0,195000.0
49.0,Male,university,Software Engineer Manager,15.0,USA,Asian,0,185000.0
27.0,Male,elementary,Front end Developer,2.0,Australia,White,0,70000.0
48.0,Male,university,Project Engineer,16.0,China,White,1,190000.0
31.0,Male,high school,Full Stack Engineer,7.0,USA,Asian,0,140000.0
25.0,Male,elementary,Front end Developer,1.0,USA,White,0,55000.0
50.0,Male,university,Software Engineer Manager,16.0,Australia,Australian,0,190000.0
,Male,university,Software Engineer Manager,14.0,Canada,White,0,180000.0
33.0,Male,high school,Full Stack Engineer,6.0,USA,African American,0,130000.0
42.0,Male,university,Software Engineer,14.0,USA,Asian,1,170000.0
41.0,Male,university,Project Engineer,12.0,UK,White,1,165000.0
43.0,Male,university,Project Engineer,13.0,China,White,1,185000.0
32.0,Male,high school,Back end Developer,6.0,China,Korean,0,130000.0
24.0,Male,elementary,Front end Developer,1.0,USA,Hispanic,0,60000.0
44.0,Female,high school,Software Engineer,11.0,Australia,Australian,1,170000.0
36.0,Male,high school,Software Engineer,7.0,Australia,Asian,1,140000.0
28.0,Female,high school,Full Stack Engineer,4.0,Canada,Asian,0,110000.0
28.0,Male,,Front end Developer,2.0,China,Korean,0,70000.0
37.0,Male,,Software Engineer,9.0,Canada,Black,1,145000.0
54.0,Male,university,Software Engineer Manager,16.0,China,White,0,190000.0
58.0,Male,university,Software Engineer Manager,17.0,Canada,Black,0,200000.0
27.0,Male,elementary,Front end Developer,3.0,Canada,White,0,80000.0
30.0,Male,elementary,Back end Developer,4.0,UK,White,0,95000.0
27.0,Female,high school,Full Stack Engineer,3.0,UK,White,0,100000.0
54.0,Male,university,Software Engineer Manager,17.0,UK,Asian,0,195000.0
49.0,Male,university,Software Engineer Manager,15.0,USA,African American,0,185000.0
38.0,Male,high school,Software Engineer,10.0,USA,Asian,1,155000.0
54.0,Male,university,Software Engineer Manager,18.0,China,Chinese,0,195000.0
31.0,Male,high school,Project Engineer,6.0,China,Korean,1,125000.0
56.0,Male,university,Software Engineer Manager,17.0,China,Korean,0,195000.0
31.0,Male,high school,Software Engineer,7.0,Canada,Black,1,140000.0
42.0,Male,university,Software Engineer,14.0,Australia,Australian,1,170000.0
44.0,Male,high school,Project Engineer,11.0,Australia,White,1,170000.0
37.0,Male,high school,Software Engineer,9.0,Canada,Asian,1,150000.0
24.0,Female,elementary,Back end Developer,1.0,Australia,Australian,0,60000.0
,Male,elementary,Front end Developer,2.0,UK,Welsh,0,70000.0
42.0,Male,university,Software Engineer,14.0,Australia,White,1,170000.0
24.0,Female,elementary,Front end Developer,1.0,UK,Welsh,0,55000.0
28.0,Female,elementary,Front end Developer,3.0,Australia,White,0,80000.0
43.0,Male,university,,13.0,China,White,1,185000.0
31.0,Male,high school,Full Stack Engineer,7.0,Australia,White,0,140000.0
43.0,Male,university,Software Engineer Manager,13.0,Australia,White,0,180000.0
27.0,Female,high school,Back end Developer,2.0,Canada,White,0,70000.0
49.0,Male,university,Software Engineer Manager,15.0,UK,Welsh,0,185000.0
48.0,Male,university,Project Engineer,16.0,Canada,White,1,190000.0
31.0,Male,high school,Project Engineer,6.0,Canada,Asian,1,125000.0
40.0,Male,university,Software Engineer,12.0,UK,Mixed,1,160000.0
36.0,Male,high school,Software Engineer,8.0,China,White,1,140000.0
54.0,Male,university,Software Engineer Manager,17.0,Australia,White,0,195000.0
27.0,Male,elementary,Front end Developer,2.0,USA,African American,0,70000.0
28.0,Male,elementary,Front end Developer,2.0,UK,White,0,70000.0
44.0,Male,high school,Project Engineer,11.0,Canada,Black,1,170000.0
43.0,Male,university,Project Engineer,13.0,China,Korean,1,185000.0
54.0,Male,university,Software Engineer Manager,17.0,Canada,Black,0,195000.0
32.0,Male,high school,Back end Developer,6.0,USA,Asian,0,130000.0
38.0,Male,high school,Software Engineer,10.0,China,White,1,155000.0
49.0,Male,university,Software Engineer Manager,15.0,Australia,Asian,0,185000.0
27.0,Male,elementary,Front end Developer,3.0,UK,Mixed,0,80000.0
